MaSP,TenSP,MoTaSP,SoLuongTonKho,LoaiSP,GiaSP
S795,Hoa Cuc 561,San Pham Tot,212,Quan Tang,279327
S796,Gau Bong 1000,San Pham Tot,266,Hoa Sinh Nhat,330849
S797,Hoa Huong Duong 891,San Pham Tot,737,Quan Tang,373145
S798,Nuoc Hoa 509,San Pham Tot,664,Quan Tang,887466
S799,Hoa Huong Duong 656,San Pham Tot,317,Hoa Sinh Nhat,302997
S800,Gau Bong 735,San Pham Tot,922,Quan Tang,970555
S801,Hoa Hong 702,San Pham Tot,173,Quan Tang,749267
S802,Kep Toc 854,San Pham Tot,681,Hoa Sinh Nhat,838439
S803,Hoa Mai 958,San Pham Tot,501,Quan Tang,469863
S804,Nuoc Hoa 633,San Pham Tot,149,Quan Tang,614663
S805,Hoa Hong 759,San Pham Tot,368,Hoa Sinh Nhat,218571
S806,Nuoc Hoa 812,San Pham Tot,777,Quan Tang,269522
S807,Hoa Tigon 823,San Pham Tot,150,Quan Tang,765808
S808,Kep Toc 942,San Pham Tot,676,Hoa Sinh Nhat,596947
S809,Hoa Hue 566,San Pham Tot,665,Quan Tang,978959
S810,Gau Bong 772,San Pham Tot,328,Quan Tang,919503
S811,Hoa Huong Duong 639,San Pham Tot,902,Hoa Sinh Nhat,533995
S812,Nuoc Hoa 840,San Pham Tot,318,Quan Tang,501100
S813,Hoa Mai 735,San Pham Tot,928,Quan Tang,883453
S814,Ao Khoac 738,San Pham Tot,923,Hoa Sinh Nhat,522482
S815,Hoa Lan 794,San Pham Tot,964,Quan Tang,775250
S816,Son Moi 660,San Pham Tot,635,Quan Tang,845146
S817,Hoa Hue 979,San Pham Tot,571,Hoa Sinh Nhat,943767
S818,Son Moi 843,San Pham Tot,613,Quan Tang,898989
S819,Hoa Mai 859,San Pham Tot,241,Quan Tang,665683
S820,Kep Toc 609,San Pham Tot,913,Hoa Sinh Nhat,709644
S821,Hoa Huong Duong 814,San Pham Tot,473,Quan Tang,776262
S822,Nuoc Hoa 667,San Pham Tot,244,Quan Tang,766304
S823,Hoa Hong 905,San Pham Tot,134,Hoa Sinh Nhat,539050
S824,Gau Bong 599,San Pham Tot,345,Quan Tang,831549
S825,Hoa Mai 915,San Pham Tot,799,Quan Tang,900455
S826,Ao Khoac 824,San Pham Tot,191,Hoa Sinh Nhat,324289
S827,Hoa Hue 785,San Pham Tot,503,Quan Tang,214680
S828,Son Moi 990,San Pham Tot,478,Quan Tang,262419
S829,Hoa Tigon 770,San Pham Tot,398,Hoa Sinh Nhat,859044
S830,Kep Toc 892,San Pham Tot,900,Quan Tang,245674
S831,Hoa Mai 822,San Pham Tot,741,Quan Tang,343858
S832,Nuoc Hoa 814,San Pham Tot,474,Hoa Sinh Nhat,669415
S833,Hoa Tigon 922,San Pham Tot,841,Quan Tang,579406
S834,Mascara 696,San Pham Tot,259,Quan Tang,374858
S835,Hoa Anh Dao 993,San Pham Tot,213,Hoa Sinh Nhat,239795
S836,Ao Khoac 693,San Pham Tot,775,Quan Tang,777240
S837,Hoa Tigon 768,San Pham Tot,922,Quan Tang,704699
S838,Nuoc Hoa 949,San Pham Tot,984,Hoa Sinh Nhat,490538
S839,Hoa Anh Dao 533,San Pham Tot,615,Quan Tang,618481
S840,Son Moi 957,San Pham Tot,923,Quan Tang,363260
S841,Hoa Mai 912,San Pham Tot,460,Hoa Sinh Nhat,666430
S842,Ao Khoac 684,San Pham Tot,399,Quan Tang,978592
S843,Hoa Dam But 968,San Pham Tot,995,Quan Tang,514417
S844,Mascara 796,San Pham Tot,426,Hoa Sinh Nhat,464770
S845,Hoa Dam But 554,San Pham Tot,962,Quan Tang,990383
S846,Nuoc Hoa 761,San Pham Tot,250,Quan Tang,852049
S847,Hoa Tigon 871,San Pham Tot,958,Hoa Sinh Nhat,674867
S848,Gau Bong 500,San Pham Tot,445,Quan Tang,456669
S849,Hoa Lan 693,San Pham Tot,107,Quan Tang,743085
S850,Nuoc Hoa 578,San Pham Tot,237,Hoa Sinh Nhat,674601
S851,Hoa Tigon 603,San Pham Tot,526,Quan Tang,207693
S852,Kep Toc 822,San Pham Tot,970,Quan Tang,348144
S853,Hoa Hue 996,San Pham Tot,346,Hoa Sinh Nhat,912760
S854,Gau Bong 550,San Pham Tot,730,Quan Tang,327627
S855,Hoa Cuc 988,San Pham Tot,628,Quan Tang,625579
S856,Mascara 778,San Pham Tot,310,Hoa Sinh Nhat,914698
S857,Hoa Cuc 835,San Pham Tot,828,Quan Tang,250834
S858,Son Moi 964,San Pham Tot,480,Quan Tang,595901
S859,Hoa Hong 592,San Pham Tot,785,Hoa Sinh Nhat,704628
S860,Kep Toc 741,San Pham Tot,651,Quan Tang,968844
S861,Hoa Lan 643,San Pham Tot,740,Quan Tang,796935
S862,Ao Khoac 983,San Pham Tot,645,Hoa Sinh Nhat,274441
S863,Hoa Huong Duong 545,San Pham Tot,838,Quan Tang,329888
S864,Kep Toc 766,San Pham Tot,237,Quan Tang,784680
S865,Hoa Lan 629,San Pham Tot,986,Hoa Sinh Nhat,866464
S866,Nuoc Hoa 556,San Pham Tot,705,Quan Tang,279019
S867,Hoa Lan 517,San Pham Tot,811,Quan Tang,766092
S868,Kep Toc 911,San Pham Tot,835,Hoa Sinh Nhat,533467
S869,Hoa Lan 925,San Pham Tot,504,Quan Tang,249888
S870,Gau Bong 998,San Pham Tot,449,Quan Tang,364680
S871,Hoa Huong Duong 687,San Pham Tot,206,Hoa Sinh Nhat,254518
S872,Mascara 863,San Pham Tot,337,Quan Tang,963987
S873,Hoa Dam But 740,San Pham Tot,194,Quan Tang,547979
S874,Ao Khoac 727,San Pham Tot,452,Hoa Sinh Nhat,722227
S875,Hoa Dam But 943,San Pham Tot,122,Quan Tang,357339
S876,Son Moi 650,San Pham Tot,239,Quan Tang,897169
S877,Hoa Mai 519,San Pham Tot,144,Hoa Sinh Nhat,240880
S878,Kep Toc 567,San Pham Tot,344,Quan Tang,264193
S879,Hoa Tulip 549,San Pham Tot,128,Quan Tang,554846
S880,Ao Khoac 735,San Pham Tot,761,Hoa Sinh Nhat,638322
S881,Hoa Huong Duong 505,San Pham Tot,844,Quan Tang,310049
S882,Kep Toc 936,San Pham Tot,626,Quan Tang,640563
S883,Hoa Hue 970,San Pham Tot,804,Hoa Sinh Nhat,615979
S884,Ao Khoac 655,San Pham Tot,279,Quan Tang,324225
S885,Hoa Dam But 691,San Pham Tot,307,Quan Tang,360281
S886,Gau Bong 837,San Pham Tot,272,Hoa Sinh Nhat,899840
S887,Hoa Cuc 655,San Pham Tot,222,Quan Tang,917300
S888,Son Moi 972,San Pham Tot,298,Quan Tang,264897
S889,Hoa Anh Dao 663,San Pham Tot,433,Hoa Sinh Nhat,724718
S890,Gau Bong 796,San Pham Tot,421,Quan Tang,822870
S891,Hoa Hue 677,San Pham Tot,592,Quan Tang,436923
S892,Mascara 637,San Pham Tot,963,Hoa Sinh Nhat,943037
S893,Hoa Mai 881,San Pham Tot,524,Quan Tang,500964
S894,Ao Khoac 913,San Pham Tot,308,Quan Tang,535075
S895,Hoa Cuc 954,San Pham Tot,620,Hoa Sinh Nhat,500397
S896,Kep Toc 579,San Pham Tot,953,Quan Tang,611010
S897,Hoa Lan 566,San Pham Tot,321,Quan Tang,264996
S898,Gau Bong 749,San Pham Tot,864,Hoa Sinh Nhat,781964
S899,Hoa Cuc 908,San Pham Tot,313,Quan Tang,299880
S900,Nuoc Hoa 792,San Pham Tot,923,Quan Tang,594266
S901,Hoa Cuc 837,San Pham Tot,685,Hoa Sinh Nhat,265825
S902,Kep Toc 591,San Pham Tot,640,Quan Tang,458879
S903,Hoa Hong 647,San Pham Tot,991,Quan Tang,699688
S904,Mascara 824,San Pham Tot,651,Hoa Sinh Nhat,310153
S905,Hoa Anh Dao 662,San Pham Tot,499,Quan Tang,346194
S906,Son Moi 594,San Pham Tot,651,Quan Tang,327822
S907,Hoa Huong Duong 888,San Pham Tot,663,Hoa Sinh Nhat,983964
S908,Gau Bong 617,San Pham Tot,987,Quan Tang,642044
S909,Hoa Tigon 559,San Pham Tot,644,Quan Tang,997482
S910,Gau Bong 882,San Pham Tot,841,Hoa Sinh Nhat,502702
S911,Hoa Huong Duong 584,San Pham Tot,874,Quan Tang,873490
S912,Nuoc Hoa 840,San Pham Tot,818,Quan Tang,363835
S913,Hoa Hong 608,San Pham Tot,154,Hoa Sinh Nhat,733725
S914,Nuoc Hoa 608,San Pham Tot,302,Quan Tang,445091
S915,Hoa Anh Dao 617,San Pham Tot,929,Quan Tang,221681
S916,Ao Khoac 637,San Pham Tot,915,Hoa Sinh Nhat,311534
S917,Hoa Dam But 689,San Pham Tot,321,Quan Tang,480065
S918,Nuoc Hoa 599,San Pham Tot,753,Quan Tang,823727
S919,Hoa Hue 693,San Pham Tot,109,Hoa Sinh Nhat,671907
S920,Gau Bong 887,San Pham Tot,565,Quan Tang,680132
S921,Hoa Cuc 765,San Pham Tot,463,Quan Tang,759445
S922,Nuoc Hoa 580,San Pham Tot,626,Hoa Sinh Nhat,431077
S923,Hoa Tulip 533,San Pham Tot,204,Quan Tang,619129
S924,Ao Khoac 613,San Pham Tot,463,Quan Tang,789075
S925,Hoa Huong Duong 735,San Pham Tot,116,Hoa Sinh Nhat,293616
S926,Mascara 853,San Pham Tot,497,Quan Tang,280995
S927,Hoa Dam But 533,San Pham Tot,154,Quan Tang,202089
S928,Ao Khoac 834,San Pham Tot,401,Hoa Sinh Nhat,992872
S929,Hoa Mai 704,San Pham Tot,515,Quan Tang,640331
S930,Nuoc Hoa 777,San Pham Tot,381,Quan Tang,520145
S931,Hoa Hue 663,San Pham Tot,612,Hoa Sinh Nhat,924267
S932,Nuoc Hoa 683,San Pham Tot,768,Quan Tang,978028
S933,Hoa Anh Dao 864,San Pham Tot,876,Quan Tang,430330
S934,Nuoc Hoa 829,San Pham Tot,370,Hoa Sinh Nhat,444420
S935,Hoa Anh Dao 763,San Pham Tot,175,Quan Tang,808656
S936,Gau Bong 506,San Pham Tot,960,Quan Tang,933239
S937,Hoa Hong 954,San Pham Tot,162,Hoa Sinh Nhat,205198
S938,Mascara 991,San Pham Tot,292,Quan Tang,946836
S939,Hoa Hue 589,San Pham Tot,745,Quan Tang,887141
S940,Son Moi 505,San Pham Tot,565,Hoa Sinh Nhat,646719
S941,Hoa Cuc 682,San Pham Tot,468,Quan Tang,341646
S942,Son Moi 682,San Pham Tot,762,Quan Tang,694450
S943,Hoa Mai 862,San Pham Tot,211,Hoa Sinh Nhat,479197
S944,Son Moi 573,San Pham Tot,274,Quan Tang,460260
S945,Hoa Huong Duong 539,San Pham Tot,744,Quan Tang,497553
S946,Son Moi 986,San Pham Tot,300,Hoa Sinh Nhat,694982
S947,Hoa Hong 681,San Pham Tot,256,Quan Tang,893061
S948,Son Moi 694,San Pham Tot,634,Quan Tang,504262
S949,Hoa Lan 659,San Pham Tot,226,Hoa Sinh Nhat,253516
S950,Ao Khoac 763,San Pham Tot,174,Quan Tang,334929
S951,Hoa Tigon 909,San Pham Tot,691,Quan Tang,379047
S952,Gau Bong 890,San Pham Tot,570,Hoa Sinh Nhat,392331
S953,Hoa Hong 867,San Pham Tot,675,Quan Tang,787328
S954,Son Moi 670,San Pham Tot,857,Quan Tang,852811
S955,Hoa Mai 513,San Pham Tot,341,Hoa Sinh Nhat,948218
S956,Son Moi 607,San Pham Tot,669,Quan Tang,506030
S957,Hoa Dam But 505,San Pham Tot,853,Quan Tang,504165
S958,Gau Bong 881,San Pham Tot,966,Hoa Sinh Nhat,316336
S959,Hoa Hue 872,San Pham Tot,616,Quan Tang,565327
S960,Son Moi 1000,San Pham Tot,525,Quan Tang,425550
S961,Hoa Hue 839,San Pham Tot,674,Hoa Sinh Nhat,486016
S962,Kep Toc 622,San Pham Tot,806,Quan Tang,409220
S963,Hoa Tigon 965,San Pham Tot,533,Quan Tang,375371
S964,Son Moi 836,San Pham Tot,428,Hoa Sinh Nhat,778900
S965,Hoa Hue 539,San Pham Tot,292,Quan Tang,844202
S966,Son Moi 771,San Pham Tot,627,Quan Tang,662119
S967,Hoa Mai 944,San Pham Tot,205,Hoa Sinh Nhat,337655
S968,Nuoc Hoa 701,San Pham Tot,443,Quan Tang,542799
S969,Hoa Huong Duong 880,San Pham Tot,458,Quan Tang,989686
S970,Mascara 624,San Pham Tot,943,Hoa Sinh Nhat,207123
S971,Hoa Hong 734,San Pham Tot,247,Quan Tang,525521
S972,Nuoc Hoa 973,San Pham Tot,262,Quan Tang,908372
S973,Hoa Lan 792,San Pham Tot,412,Hoa Sinh Nhat,435941
S974,Gau Bong 612,San Pham Tot,148,Quan Tang,967340
S975,Hoa Tigon 831,San Pham Tot,379,Quan Tang,450282
S976,Ao Khoac 755,San Pham Tot,994,Hoa Sinh Nhat,443260
S977,Hoa Tulip 941,San Pham Tot,815,Quan Tang,399491
S978,Mascara 950,San Pham Tot,100,Quan Tang,334926
S979,Hoa Tulip 542,San Pham Tot,358,Hoa Sinh Nhat,647640
S980,Gau Bong 866,San Pham Tot,281,Quan Tang,406399
S981,Hoa Anh Dao 514,San Pham Tot,416,Quan Tang,406608
S982,Nuoc Hoa 927,San Pham Tot,699,Hoa Sinh Nhat,211630
S983,Hoa Cuc 978,San Pham Tot,708,Quan Tang,512281
S984,Gau Bong 783,San Pham Tot,546,Quan Tang,505411
S985,Hoa Anh Dao 570,San Pham Tot,353,Hoa Sinh Nhat,265039
S986,Nuoc Hoa 731,San Pham Tot,234,Quan Tang,393876
S987,Hoa Cuc 790,San Pham Tot,400,Quan Tang,600819
S988,Ao Khoac 611,San Pham Tot,620,Hoa Sinh Nhat,641939
S989,Hoa Anh Dao 648,San Pham Tot,726,Quan Tang,203221
S990,Kep Toc 987,San Pham Tot,993,Quan Tang,449335
S991,Hoa Lan 884,San Pham Tot,203,Hoa Sinh Nhat,539611
S992,Ao Khoac 946,San Pham Tot,301,Quan Tang,337348
S993,Hoa Anh Dao 815,San Pham Tot,336,Quan Tang,233700
S994,Son Moi 885,San Pham Tot,213,Hoa Sinh Nhat,716580
S995,Hoa Tigon 696,San Pham Tot,566,Quan Tang,703987
S996,Gau Bong 920,San Pham Tot,460,Quan Tang,913649
S997,Hoa Huong Duong 877,San Pham Tot,542,Hoa Sinh Nhat,793630
S998,Ao Khoac 624,San Pham Tot,701,Quan Tang,338989
S999,Hoa Tigon 695,San Pham Tot,276,Quan Tang,663578
S1000,Nuoc Hoa 893,San Pham Tot,715,Hoa Sinh Nhat,506015
S1001,Hoa Hue 687,San Pham Tot,332,Quan Tang,376317
S1002,Kep Toc 601,San Pham Tot,316,Quan Tang,206147
S1003,Hoa Anh Dao 677,San Pham Tot,229,Hoa Sinh Nhat,864094
S1004,Mascara 596,San Pham Tot,741,Quan Tang,721562
S1005,Hoa Lan 800,San Pham Tot,819,Quan Tang,795364
S1006,Ao Khoac 904,San Pham Tot,1000,Hoa Sinh Nhat,304524
S1007,Hoa Cuc 610,San Pham Tot,891,Quan Tang,441154
S1008,Ao Khoac 772,San Pham Tot,220,Quan Tang,954586
S1009,Hoa Cuc 828,San Pham Tot,179,Hoa Sinh Nhat,541549
S1010,Mascara 521,San Pham Tot,686,Quan Tang,976413
S1011,Hoa Cuc 681,San Pham Tot,333,Quan Tang,597895
S1012,Son Moi 902,San Pham Tot,690,Hoa Sinh Nhat,205861
S1013,Hoa Tigon 919,San Pham Tot,596,Quan Tang,598989
S1014,Gau Bong 516,San Pham Tot,766,Quan Tang,855215
S1015,Hoa Tulip 546,San Pham Tot,966,Hoa Sinh Nhat,650756
S1016,Kep Toc 629,San Pham Tot,136,Quan Tang,266456
S1017,Hoa Huong Duong 501,San Pham Tot,501,Quan Tang,327509
S1018,Nuoc Hoa 570,San Pham Tot,557,Hoa Sinh Nhat,367819
S1019,Hoa Dam But 634,San Pham Tot,973,Quan Tang,841920
S1020,Mascara 633,San Pham Tot,941,Quan Tang,693308
S1021,Hoa Cuc 873,San Pham Tot,321,Hoa Sinh Nhat,558488
S1022,Gau Bong 535,San Pham Tot,845,Quan Tang,582877
S1023,Hoa Mai 946,San Pham Tot,899,Quan Tang,634807
S1024,Gau Bong 759,San Pham Tot,957,Hoa Sinh Nhat,580227
S1025,Hoa Dam But 779,San Pham Tot,627,Quan Tang,617372
S1026,Nuoc Hoa 856,San Pham Tot,745,Quan Tang,350431
S1027,Hoa Hong 672,San Pham Tot,462,Hoa Sinh Nhat,560356
S1028,Gau Bong 942,San Pham Tot,519,Quan Tang,676442
S1029,Hoa Anh Dao 843,San Pham Tot,402,Quan Tang,835931
S1030,Ao Khoac 808,San Pham Tot,506,Hoa Sinh Nhat,440212
S1031,Hoa Hue 859,San Pham Tot,176,Quan Tang,282035
S1032,Mascara 919,San Pham Tot,333,Quan Tang,916467
S1033,Hoa Lan 667,San Pham Tot,747,Hoa Sinh Nhat,260766
S1034,Gau Bong 562,San Pham Tot,516,Quan Tang,281975
S1035,Hoa Hong 651,San Pham Tot,260,Quan Tang,986496
S1036,Ao Khoac 566,San Pham Tot,321,Hoa Sinh Nhat,722329
S1037,Hoa Cuc 976,San Pham Tot,671,Quan Tang,498588
S1038,Ao Khoac 888,San Pham Tot,307,Quan Tang,670602
S1039,Hoa Dam But 942,San Pham Tot,528,Hoa Sinh Nhat,871102
S1040,Nuoc Hoa 685,San Pham Tot,310,Quan Tang,873981
S1041,Hoa Hue 671,San Pham Tot,182,Quan Tang,969341
S1042,Son Moi 772,San Pham Tot,343,Hoa Sinh Nhat,817160
S1043,Hoa Huong Duong 662,San Pham Tot,662,Quan Tang,530446
S1044,Kep Toc 905,San Pham Tot,378,Quan Tang,219315
S1045,Hoa Mai 994,San Pham Tot,415,Hoa Sinh Nhat,512426
S1046,Gau Bong 589,San Pham Tot,459,Quan Tang,512675
S1047,Hoa Mai 950,San Pham Tot,551,Quan Tang,617253
S1048,Mascara 875,San Pham Tot,131,Hoa Sinh Nhat,595444
S1049,Hoa Hue 788,San Pham Tot,182,Quan Tang,316909
S1050,Kep Toc 974,San Pham Tot,244,Quan Tang,638018
S1051,Hoa Huong Duong 839,San Pham Tot,174,Hoa Sinh Nhat,700369
S1052,Ao Khoac 955,San Pham Tot,144,Quan Tang,263188
S1053,Hoa Anh Dao 860,San Pham Tot,846,Quan Tang,520874
S1054,Nuoc Hoa 650,San Pham Tot,782,Hoa Sinh Nhat,339079
S1055,Hoa Cuc 705,San Pham Tot,803,Quan Tang,428648
S1056,Nuoc Hoa 533,San Pham Tot,678,Quan Tang,950426
S1057,Hoa Hue 735,San Pham Tot,496,Hoa Sinh Nhat,889333
S1058,Son Moi 532,San Pham Tot,795,Quan Tang,474987
S1059,Hoa Anh Dao 721,San Pham Tot,106,Quan Tang,822584
S1060,Ao Khoac 504,San Pham Tot,455,Hoa Sinh Nhat,252076
S1061,Hoa Tigon 581,San Pham Tot,495,Quan Tang,591550
S1062,Mascara 519,San Pham Tot,318,Quan Tang,293533
S1063,Hoa Tulip 866,San Pham Tot,653,Hoa Sinh Nhat,219023
S1064,Mascara 593,San Pham Tot,858,Quan Tang,409920
S1065,Hoa Anh Dao 637,San Pham Tot,965,Quan Tang,352733
S1066,Son Moi 754,San Pham Tot,368,Hoa Sinh Nhat,659670
S1067,Hoa Cuc 698,San Pham Tot,404,Quan Tang,996280
S1068,Ao Khoac 736,San Pham Tot,641,Quan Tang,994629
S1069,Hoa Hong 907,San Pham Tot,868,Hoa Sinh Nhat,363364
S1070,Ao Khoac 664,San Pham Tot,322,Quan Tang,576555
S1071,Hoa Cuc 617,San Pham Tot,949,Quan Tang,831824
S1072,Nuoc Hoa 885,San Pham Tot,534,Hoa Sinh Nhat,912480
S1073,Hoa Hong 900,San Pham Tot,929,Quan Tang,900232
S1074,Kep Toc 586,San Pham Tot,636,Quan Tang,369508
S1075,Hoa Hue 962,San Pham Tot,869,Hoa Sinh Nhat,515273
S1076,Kep Toc 701,San Pham Tot,621,Quan Tang,672103
S1077,Hoa Cuc 937,San Pham Tot,394,Quan Tang,373134
S1078,Kep Toc 729,San Pham Tot,890,Hoa Sinh Nhat,747307
S1079,Hoa Lan 929,San Pham Tot,937,Quan Tang,531853
S1080,Son Moi 812,San Pham Tot,505,Quan Tang,419248
S1081,Hoa Cuc 899,San Pham Tot,690,Hoa Sinh Nhat,913690
S1082,Kep Toc 525,San Pham Tot,459,Quan Tang,822294
S1083,Hoa Hue 609,San Pham Tot,563,Quan Tang,797512
S1084,Kep Toc 714,San Pham Tot,721,Hoa Sinh Nhat,405822
S1085,Hoa Tulip 728,San Pham Tot,621,Quan Tang,231259
S1086,Mascara 946,San Pham Tot,147,Quan Tang,742820
S1087,Hoa Huong Duong 929,San Pham Tot,315,Hoa Sinh Nhat,671686
S1088,Son Moi 968,San Pham Tot,937,Quan Tang,966162
S1089,Hoa Huong Duong 920,San Pham Tot,599,Quan Tang,725260
S1090,Ao Khoac 520,San Pham Tot,475,Hoa Sinh Nhat,291321
S1091,Hoa Dam But 791,San Pham Tot,352,Quan Tang,834074
S1092,Son Moi 862,San Pham Tot,418,Quan Tang,732852
S1093,Hoa Tigon 808,San Pham Tot,209,Hoa Sinh Nhat,382950
S1094,Nuoc Hoa 505,San Pham Tot,622,Quan Tang,249030
S1095,Hoa Hong 903,San Pham Tot,799,Quan Tang,221365
S1096,Ao Khoac 746,San Pham Tot,487,Hoa Sinh Nhat,963868
S1097,Hoa Tigon 610,San Pham Tot,660,Quan Tang,442633
S1098,Kep Toc 700,San Pham Tot,231,Quan Tang,961341
S1099,Hoa Tulip 775,San Pham Tot,345,Hoa Sinh Nhat,819737
S1100,Mascara 504,San Pham Tot,406,Quan Tang,393257
S1101,Hoa Hue 656,San Pham Tot,866,Quan Tang,399847
S1102,Kep Toc 891,San Pham Tot,391,Hoa Sinh Nhat,608076
S1103,Hoa Dam But 600,San Pham Tot,543,Quan Tang,416536
S1104,Gau Bong 676,San Pham Tot,432,Quan Tang,980603
S1105,Hoa Tigon 857,San Pham Tot,939,Hoa Sinh Nhat,974063
S1106,Ao Khoac 763,San Pham Tot,919,Quan Tang,481459
S1107,Hoa Hong 814,San Pham Tot,915,Quan Tang,670804
S1108,Son Moi 948,San Pham Tot,181,Hoa Sinh Nhat,919773
S1109,Hoa Hue 714,San Pham Tot,148,Quan Tang,362331
S1110,Son Moi 606,San Pham Tot,190,Quan Tang,514531
S1111,Hoa Mai 810,San Pham Tot,477,Hoa Sinh Nhat,454256
S1112,Kep Toc 752,San Pham Tot,790,Quan Tang,651968
S1113,Hoa Hue 573,San Pham Tot,493,Quan Tang,666749
S1114,Ao Khoac 860,San Pham Tot,202,Hoa Sinh Nhat,207460
S1115,Hoa Hue 986,San Pham Tot,350,Quan Tang,499752
S1116,Son Moi 571,San Pham Tot,883,Quan Tang,785754
S1117,Hoa Anh Dao 614,San Pham Tot,587,Hoa Sinh Nhat,713444
S1118,Gau Bong 891,San Pham Tot,128,Quan Tang,241474
S1119,Hoa Mai 527,San Pham Tot,835,Quan Tang,481350
S1120,Son Moi 824,San Pham Tot,814,Hoa Sinh Nhat,685146
S1121,Hoa Dam But 506,San Pham Tot,947,Quan Tang,434562
S1122,Mascara 726,San Pham Tot,382,Quan Tang,881612
S1123,Hoa Mai 607,San Pham Tot,527,Hoa Sinh Nhat,976070
S1124,Mascara 830,San Pham Tot,814,Quan Tang,809400
S1125,Hoa Tulip 693,San Pham Tot,825,Quan Tang,971206
S1126,Son Moi 999,San Pham Tot,165,Hoa Sinh Nhat,358601
S1127,Hoa Cuc 665,San Pham Tot,528,Quan Tang,775449
S1128,Nuoc Hoa 699,San Pham Tot,321,Quan Tang,753193
S1129,Hoa Lan 605,San Pham Tot,491,Hoa Sinh Nhat,201333
S1130,Nuoc Hoa 545,San Pham Tot,353,Quan Tang,589373
S1131,Hoa Lan 650,San Pham Tot,305,Quan Tang,282786
S1132,Gau Bong 540,San Pham Tot,465,Hoa Sinh Nhat,604727
S1133,Hoa Dam But 903,San Pham Tot,140,Quan Tang,874734
S1134,Nuoc Hoa 910,San Pham Tot,896,Quan Tang,448582
S1135,Hoa Tigon 655,San Pham Tot,270,Hoa Sinh Nhat,999378
S1136,Ao Khoac 614,San Pham Tot,645,Quan Tang,596677
S1137,Hoa Cuc 823,San Pham Tot,466,Quan Tang,992407
S1138,Mascara 748,San Pham Tot,271,Hoa Sinh Nhat,420722
S1139,Hoa Anh Dao 518,San Pham Tot,128,Quan Tang,863383
S1140,Mascara 990,San Pham Tot,607,Quan Tang,350227
S1141,Hoa Dam But 781,San Pham Tot,571,Hoa Sinh Nhat,680486
S1142,Mascara 516,San Pham Tot,791,Quan Tang,335934
S1143,Hoa Hong 1000,San Pham Tot,801,Quan Tang,786644
S1144,Kep Toc 809,San Pham Tot,946,Hoa Sinh Nhat,249124
S1145,Hoa Dam But 827,San Pham Tot,109,Quan Tang,987296
S1146,Ao Khoac 742,San Pham Tot,456,Quan Tang,762724
S1147,Hoa Dam But 961,San Pham Tot,888,Hoa Sinh Nhat,510365
S1148,Son Moi 942,San Pham Tot,904,Quan Tang,808949
S1149,Hoa Mai 560,San Pham Tot,200,Quan Tang,541168
S1150,Mascara 754,San Pham Tot,989,Hoa Sinh Nhat,828481
S1151,Hoa Lan 956,San Pham Tot,149,Quan Tang,916848
S1152,Gau Bong 661,San Pham Tot,105,Quan Tang,211463
S1153,Hoa Tigon 518,San Pham Tot,694,Hoa Sinh Nhat,974473
S1154,Nuoc Hoa 937,San Pham Tot,488,Quan Tang,415994
S1155,Hoa Cuc 535,San Pham Tot,320,Quan Tang,612241
S1156,Kep Toc 581,San Pham Tot,600,Hoa Sinh Nhat,925350
S1157,Hoa Tulip 716,San Pham Tot,707,Quan Tang,696984
S1158,Mascara 802,San Pham Tot,853,Quan Tang,889213
S1159,Hoa Tigon 694,San Pham Tot,809,Hoa Sinh Nhat,549929
S1160,Nuoc Hoa 602,San Pham Tot,533,Quan Tang,751118
S1161,Hoa Cuc 602,San Pham Tot,129,Quan Tang,396382
S1162,Kep Toc 905,San Pham Tot,822,Hoa Sinh Nhat,467121
S1163,Hoa Tigon 990,San Pham Tot,109,Quan Tang,662007
S1164,Mascara 940,San Pham Tot,835,Quan Tang,848053
S1165,Hoa Dam But 912,San Pham Tot,785,Hoa Sinh Nhat,795819
S1166,Nuoc Hoa 503,San Pham Tot,219,Quan Tang,571366
S1167,Hoa Mai 999,San Pham Tot,405,Quan Tang,850386
S1168,Nuoc Hoa 990,San Pham Tot,821,Hoa Sinh Nhat,443060
S1169,Hoa Tulip 651,San Pham Tot,818,Quan Tang,710938
S1170,Son Moi 772,San Pham Tot,795,Quan Tang,516710
S1171,Hoa Tigon 718,San Pham Tot,694,Hoa Sinh Nhat,840027
S1172,Nuoc Hoa 641,San Pham Tot,435,Quan Tang,440590
S1173,Hoa Lan 779,San Pham Tot,607,Quan Tang,822313
S1174,Nuoc Hoa 958,San Pham Tot,446,Hoa Sinh Nhat,746909
S1175,Hoa Tulip 741,San Pham Tot,353,Quan Tang,565801
S1176,Nuoc Hoa 750,San Pham Tot,293,Quan Tang,395017
S1177,Hoa Huong Duong 852,San Pham Tot,170,Hoa Sinh Nhat,331935
S1178,Kep Toc 578,San Pham Tot,837,Quan Tang,821547
S1179,Hoa Tulip 554,San Pham Tot,981,Quan Tang,434113
S1180,Mascara 563,San Pham Tot,635,Hoa Sinh Nhat,377535
S1181,Hoa Cuc 913,San Pham Tot,228,Quan Tang,899506
S1182,Son Moi 993,San Pham Tot,949,Quan Tang,668449
S1183,Hoa Huong Duong 659,San Pham Tot,750,Hoa Sinh Nhat,851537
S1184,Mascara 833,San Pham Tot,143,Quan Tang,988376
S1185,Hoa Hue 519,San Pham Tot,655,Quan Tang,404405
